@relation 2011.04.28-Joggen-SomeOtherText

@attribute timestamp DATE "yyyy-MM-dd' 'HH:mm:ss.SS" 
@attribute x numeric
@attribute y numeric
@attribute z numeric

@data
'2011-07-05 10:02:43.537',127,20,-1
'2011-07-05 10:02:43.577',127,127,-128
'2011-07-05 10:02:43.617',127,127,-128
'2011-07-05 10:02:43.657',48,127,-127
'2011-07-05 10:02:43.697',62,73,-24
'2011-07-05 10:02:43.737',-88,96,31
'2011-07-05 10:02:43.777',77,52,-36
'2011-07-05 10:02:43.817',103,84,-16
'2011-07-05 10:02:43.857',127,28,7
'2011-07-05 10:02:43.897',127,-9,33
'2011-07-05 10:02:43.937',119,-44,49
'2011-07-05 10:02:43.977',127,-31,52
'2011-07-05 10:02:44.017',127,-58,76
'2011-07-05 10:02:44.057',127,-41,66
'2011-07-05 10:02:44.097',120,-39,81
'2011-07-05 10:02:44.137',10,-49,16
'2011-07-05 10:02:44.177',25,-25,22
'2011-07-05 10:02:44.217',89,-15,31
'2011-07-05 10:02:44.257',115,7,21
'2011-07-05 10:02:44.297',127,41,-69
'2011-07-05 10:02:44.337',127,127,-128
'2011-07-05 10:02:44.377',54,127,-128
'2011-07-05 10:02:44.417',33,108,-59
'2011-07-05 10:02:44.457',127,-128,124
'2011-07-05 10:02:44.497',9,39,-103
'2011-07-05 10:02:44.537',98,44,-49
'2011-07-05 10:02:44.577',127,48,-14
'2011-07-05 10:02:44.617',127,-37,35
'2011-07-05 10:02:44.657',127,-39,38
'2011-07-05 10:02:44.697',74,24,17
'2011-07-05 10:02:44.737',127,-60,72
'2011-07-05 10:02:44.777',106,-67,70
'2011-07-05 10:02:44.817',118,-45,71
'2011-07-05 10:02:44.857',85,-26,67
'2011-07-05 10:02:44.897',30,-4,39
'2011-07-05 10:02:44.937',60,21,39
'2011-07-05 10:02:44.977',102,42,46
'2011-07-05 10:02:45.017',127,43,-51
'2011-07-05 10:02:45.057',127,107,-108
'2011-07-05 10:02:45.097',100,127,-128
'2011-07-05 10:02:45.137',11,127,-115
'2011-07-05 10:02:45.177',81,47,5
'2011-07-05 10:02:45.217',-98,127,80
'2011-07-05 10:02:45.257',74,-30,1
'2011-07-05 10:02:45.297',110,69,-45
'2011-07-05 10:02:45.337',127,16,-26
'2011-07-05 10:02:45.377',127,-10,-9
'2011-07-05 10:02:45.417',127,-56,22
'2011-07-05 10:02:45.457',57,32,13
'2011-07-05 10:02:45.497',127,-50,62
'2011-07-05 10:02:45.537',101,-62,69
'2011-07-05 10:02:45.577',111,-57,71
'2011-07-05 10:02:45.617',92,-19,76
'2011-07-05 10:02:45.657',40,-8,51
'2011-07-05 10:02:45.697',56,34,49
'2011-07-05 10:02:45.737',102,54,85
'2011-07-05 10:02:45.777',127,54,-49
'2011-07-05 10:02:45.817',127,115,-105
'2011-07-05 10:02:45.857',96,127,-128
'2011-07-05 10:02:45.897',9,127,-121
'2011-07-05 10:02:45.937',96,39,-13
'2011-07-05 10:02:45.977',-30,87,-71
'2011-07-05 10:02:46.017',84,38,-7
'2011-07-05 10:02:46.057',127,50,-60
'2011-07-05 10:02:46.097',127,20,-30
'2011-07-05 10:02:46.137',125,-14,-5
'2011-07-05 10:02:46.177',114,-34,25
'2011-07-05 10:02:46.217',78,58,11
'2011-07-05 10:02:46.257',127,-38,48
'2011-07-05 10:02:46.297',124,-58,64
'2011-07-05 10:02:46.337',127,-35,55
'2011-07-05 10:02:46.377',80,-8,72
'2011-07-05 10:02:46.417',2,14,66
'2011-07-05 10:02:46.457',60,32,53
'2011-07-05 10:02:46.497',118,45,51
'2011-07-05 10:02:46.537',127,50,-39
'2011-07-05 10:02:46.577',127,112,-97
'2011-07-05 10:02:46.617',115,127,-128
'2011-07-05 10:02:46.657',8,127,-127
'2011-07-05 10:02:46.697',94,68,-29
'2011-07-05 10:02:46.737',51,41,-57
'2011-07-05 10:02:46.777',70,48,-4
'2011-07-05 10:02:46.817',91,44,-33
'2011-07-05 10:02:46.857',118,48,-36
'2011-07-05 10:02:46.897',127,6,-7
'2011-07-05 10:02:46.937',124,-36,57
'2011-07-05 10:02:46.977',74,16,-1
'2011-07-05 10:02:47.017',125,-88,67
'2011-07-05 10:02:47.057',86,-62,69
'2011-07-05 10:02:47.097',102,-55,65
'2011-07-05 10:02:47.137',74,-34,42
'2011-07-05 10:02:47.177',36,-12,28
'2011-07-05 10:02:47.217',64,18,36
'2011-07-05 10:02:47.257',127,36,-4
'2011-07-05 10:02:47.297',127,127,-128
'2011-07-05 10:02:47.337',123,127,-128
'2011-07-05 10:02:47.377',27,127,-115
'2011-07-05 10:02:47.417',80,123,-72
'2011-07-05 10:02:47.457',53,15,-14
'2011-07-05 10:02:47.497',124,12,-23
'2011-07-05 10:02:47.537',96,49,-20
'2011-07-05 10:02:47.577',118,41,-14
'2011-07-05 10:02:47.617',123,15,32
'2011-07-05 10:02:47.657',120,-17,49
'2011-07-05 10:02:47.697',100,-21,11
'2011-07-05 10:02:47.737',126,-59,50
'2011-07-05 10:02:47.777',120,-58,55
'2011-07-05 10:02:47.817',112,-44,44
'2011-07-05 10:02:47.857',18,-34,16
'2011-07-05 10:02:47.897',38,-8,4
'2011-07-05 10:02:47.937',64,-11,7
'2011-07-05 10:02:47.977',127,-1,-46
'2011-07-05 10:02:48.017',127,126,-105
'2011-07-05 10:02:48.057',126,127,-116
'2011-07-05 10:02:48.097',36,127,-90
