@relation test

@attribute timestamp DATE "yyyy-MM-dd' 'HH:mm:ss.SS" 
@attribute x numeric
@attribute y numeric
@attribute z numeric
@attribute class {Joggen,Spazieren}

@data
'2011-07-05 10:12:23.313',-96,14,-4,Joggen
'2011-07-05 10:12:23.353',-82,45,20,Joggen
'2011-07-05 10:12:23.393',-127,26,32,Joggen
'2011-07-05 10:12:23.433',-128,-23,-28,Joggen
'2011-07-05 10:12:23.473',-126,-27,-60,Joggen
'2011-07-05 10:12:23.513',-128,-65,-29,Joggen
'2011-07-05 10:12:23.553',-128,-41,-102,Joggen
'2011-07-05 10:12:23.593',-121,-43,-99,Joggen
'2011-07-05 10:12:23.633',-117,-44,-88,Joggen
'2011-07-05 10:12:23.673',-55,-24,-81,Joggen
'2011-07-05 10:12:23.713',7,-11,-52,Joggen
'2011-07-05 10:12:23.753',-56,-10,-47,Joggen
'2011-07-05 10:12:23.793',-128,2,-89,Joggen
'2011-07-05 10:12:23.833',-128,34,5,Joggen
'2011-07-05 10:12:23.873',-128,86,79,Joggen
'2011-07-05 10:12:23.913',-128,127,123,Joggen
'2011-07-05 10:12:23.953',-67,127,123,Joggen
'2011-07-05 10:12:23.993',-75,81,-10,Joggen
'2011-07-05 10:12:24.033',127,14,113,Joggen
'2011-07-05 10:12:24.073',-99,4,14,Joggen
'2011-07-05 10:12:24.113',-104,48,17,Joggen
'2011-07-05 10:12:24.153',-128,22,18,Joggen
'2011-07-05 10:12:24.193',-128,-25,-25,Joggen
'2011-07-05 10:12:24.233',-122,-31,-53,Joggen
'2011-07-05 10:12:24.273',-121,-95,-36,Joggen
'2011-07-05 10:12:24.313',-128,-86,-111,Joggen
'2011-07-05 10:12:24.353',-113,-66,-98,Joggen
'2011-07-05 10:12:24.393',-94,-33,-77,Joggen
'2011-07-05 10:12:24.433',-35,-32,-68,Joggen
'2011-07-05 10:12:24.473',-14,-2,-47,Joggen
'2011-07-05 10:12:24.513',-68,2,-55,Joggen
'2011-07-05 10:12:24.553',-128,10,-49,Joggen
'2011-07-05 10:12:24.593',-128,48,96,Joggen
'2011-07-05 10:12:24.633',-128,106,121,Joggen
'2011-07-05 10:12:24.673',-104,127,123,Joggen
'2011-07-05 10:12:24.713',-84,120,63,Joggen
'2011-07-05 10:12:24.753',-91,30,21,Joggen
'2011-07-05 10:12:24.793',-94,-7,86,Joggen
'2011-07-05 10:12:24.833',-58,47,-23,Joggen
'2011-07-05 10:12:24.873',-95,35,26,Joggen
'2011-07-05 10:12:24.913',-128,15,8,Joggen
'2011-07-05 10:12:24.953',-128,-32,-53,Joggen
'2011-07-05 10:12:25.033',-128,-76,-90,Joggen
'2011-07-05 10:12:25.073',-128,-52,-74,Joggen
'2011-07-05 10:12:25.113',-115,-29,-76,Joggen
'2011-07-05 10:12:25.153',-51,-1,-106,Joggen
'2011-07-05 10:12:25.193',-20,-5,-34,Joggen
'2011-07-05 10:12:25.233',-27,-24,-20,Joggen
'2011-07-05 10:12:25.273',-74,-31,-52,Joggen
'2011-07-05 10:12:25.313',-128,-2,-7,Joggen
'2011-07-05 10:12:25.353',-128,80,112,Joggen
'2011-07-05 10:12:25.393',-128,122,122,Joggen
'2011-07-05 10:12:25.433',-98,127,123,Joggen
'2011-07-05 10:12:25.473',-98,96,5,Joggen
'2011-07-05 10:12:25.513',-82,54,20,Joggen
'2011-07-05 10:12:25.553',-84,26,17,Joggen
'2011-07-05 10:12:25.593',-100,20,60,Joggen
'2011-07-05 10:12:25.633',-121,38,28,Joggen
'2011-07-05 10:12:25.673',-128,2,-6,Joggen
'2011-07-05 10:12:25.713',-127,-52,-48,Joggen
'2011-07-05 10:12:25.753',-21,38,-37,Joggen
'2011-07-05 10:12:25.793',-128,-94,-81,Joggen
'2011-07-05 10:12:25.833',-128,-39,-99,Joggen
'2011-07-05 10:12:25.873',-126,-49,-75,Joggen
'2011-07-05 10:12:25.913',-78,-26,-104,Joggen
'2011-07-05 10:12:25.953',-12,-12,-40,Joggen
'2011-07-05 10:12:25.993',-28,-9,-33,Joggen
'2011-07-05 10:12:26.033',-57,-18,-48,Joggen
'2011-07-05 10:12:26.073',-128,12,-30,Joggen
'2011-07-05 10:12:26.113',-128,112,123,Joggen
'2011-07-05 10:12:26.153',-128,127,123,Joggen
'2011-07-05 10:12:26.193',-86,127,123,Joggen
'2011-07-05 10:12:26.233',-97,98,-6,Joggen
'2011-07-05 10:12:26.273',-78,40,31,Joggen
'2011-07-05 10:12:26.313',-96,56,-8,Joggen
'2011-07-05 10:12:26.353',-97,39,45,Joggen
'2011-07-05 10:12:26.393',-119,37,29,Joggen
'2011-07-05 10:12:26.433',-128,3,-6,Joggen
'2011-07-05 10:12:26.473',-126,-50,-44,Joggen
'2011-07-05 10:12:26.513',-20,16,-31,Joggen
'2011-07-05 10:12:26.553',-128,-82,-78,Joggen
'2011-07-05 10:12:26.593',-113,-48,-76,Joggen
'2011-07-05 10:12:26.633',-117,-43,-88,Joggen
'2011-07-05 10:12:26.673',-88,-28,-85,Joggen
'2011-07-05 10:12:26.713',-15,-4,-26,Joggen
'2011-07-05 10:12:26.753',-25,-12,-34,Joggen
'2011-07-05 10:12:26.793',-90,-28,-58,Joggen
'2011-07-05 10:12:26.833',-128,0,-9,Joggen
'2011-07-05 10:12:26.873',-128,86,112,Joggen
'2011-07-05 10:12:26.913',-128,123,123,Joggen
'2011-07-05 10:12:26.953',-92,127,123,Joggen
'2011-07-05 10:12:26.993',-96,104,32,Joggen
'2011-07-05 10:12:27.033',-81,16,23,Joggen
'2011-07-05 10:12:27.073',-84,42,-26,Joggen
'2011-07-05 10:12:27.113',-96,14,9,Joggen
'2011-07-05 10:12:27.153',-114,34,30,Joggen
'2011-07-05 10:12:27.193',-128,7,1,Joggen
'2011-07-05 10:12:27.233',-126,-44,-49,Joggen
'2011-07-05 10:12:27.273',-39,6,-39,Joggen
'2011-07-05 10:12:27.313',-128,-82,-107,Joggen
'2011-07-05 10:12:27.353',-116,-56,-84,Joggen
'2011-07-05 10:12:27.393',-113,-45,-81,Joggen
'2011-07-05 10:12:27.433',-85,-35,-77,Joggen
'2011-07-05 10:12:27.473',-2,0,-32,Joggen
'2011-07-05 10:12:27.513',-27,-4,-34,Joggen
'2011-07-05 10:12:27.553',-89,-26,-51,Joggen
'2011-07-05 10:12:27.593',-128,2,-25,Joggen
'2011-07-05 10:12:27.633',-128,45,29,Joggen
'2011-07-05 10:12:27.673',-128,122,122,Joggen
'2011-07-05 10:12:27.713',-90,127,123,Joggen
'2011-07-05 10:12:27.753',-95,92,38,Joggen
'2011-07-05 10:12:27.793',-81,29,0,Joggen
'2011-07-05 10:12:27.833',-77,20,0,Joggen
'2011-07-05 10:12:27.873',-104,37,32,Joggen
'2011-07-05 10:12:27.913',-122,37,32,Joggen
'2011-07-05 10:12:27.953',-128,-4,-6,Joggen
'2011-07-05 10:12:27.993',-126,-46,-45,Joggen
'2011-07-05 10:12:28.033',-13,25,-30,Joggen
'2011-07-05 10:12:28.073',-128,-90,-92,Joggen
'2011-07-05 10:12:28.113',-128,-50,-107,Joggen
'2011-07-05 10:12:28.153',-110,-38,-84,Joggen
'2011-07-05 10:12:28.193',-59,-31,-85,Joggen
'2011-07-05 10:12:28.233',-2,-21,-34,Joggen
'2011-07-05 10:12:28.273',-34,-12,-36,Joggen
'2011-07-05 10:12:28.313',-101,-14,-70,Joggen
'2011-07-05 10:12:28.353',-128,15,-28,Joggen
'2011-07-05 10:12:28.393',-128,73,48,Joggen
'2011-07-05 10:12:28.433',-128,127,123,Joggen
'2011-07-05 10:12:28.473',-77,127,123,Joggen
'2011-07-05 10:12:28.513',-89,74,17,Joggen
'2011-07-05 10:12:28.553',-43,33,26,Joggen
'2011-07-05 10:12:28.593',-99,8,34,Joggen
'2011-07-05 10:12:28.633',-114,42,35,Joggen
'2011-07-05 10:12:28.673',-127,34,23,Joggen
'2011-07-05 10:12:28.713',-125,-20,-15,Joggen
'2011-07-05 10:12:28.753',-127,-30,-56,Joggen
'2011-07-05 10:12:28.793',-94,8,0,Joggen
'2011-07-05 10:12:28.833',-128,-74,-95,Joggen
'2011-07-05 10:12:28.873',-102,-31,-97,Joggen
'2011-07-05 10:12:28.913',-105,-29,-84,Joggen
'2011-07-05 10:12:28.953',-58,-35,-67,Joggen
'2011-07-05 10:12:28.993',-1,-31,-34,Joggen
'2011-07-05 10:12:29.033',-44,-13,-40,Joggen
'2011-07-05 10:12:29.073',-116,-5,-77,Joggen
'2011-07-05 10:12:29.113',-128,8,4,Joggen
'2011-07-05 10:12:29.153',-128,69,70,Joggen
'2011-07-05 10:12:29.193',-128,127,123,Joggen
'2011-07-05 10:12:29.233',-60,127,122,Joggen
'2011-07-05 10:12:29.273',-69,99,24,Joggen
'2011-07-05 10:12:29.313',-66,37,41,Joggen
'2011-07-05 10:12:29.353',-118,51,12,Joggen
'2011-07-05 10:12:29.393',-128,21,48,Joggen
'2011-07-05 10:12:29.433',-128,26,15,Joggen
'2011-07-05 10:12:29.473',-128,-23,-34,Joggen
'2011-07-05 10:12:29.513',-107,-35,-45,Joggen
'2011-07-05 10:12:29.553',-87,-112,-25,Joggen
'2011-07-05 10:12:29.593',-128,-53,-103,Joggen
'2011-07-05 10:12:29.633',-106,-44,-88,Joggen
'2011-07-05 10:12:29.673',-118,-46,-74,Joggen
'2011-07-05 10:12:29.713',-66,-37,-67,Joggen
'2011-07-05 10:12:29.753',4,-24,-52,Joggen
'2011-07-05 10:12:29.793',-54,-17,-47,Joggen
'2011-07-05 10:12:29.833',-128,-5,-63,Joggen
'2011-07-05 10:12:29.873',-128,0,-24,Joggen
'2011-07-05 10:12:29.913',-128,64,51,Joggen
'2011-07-05 10:12:29.953',-128,127,123,Joggen
'2011-07-05 10:12:29.993',-70,127,123,Joggen
'2011-07-05 10:12:30.033',-86,71,-10,Joggen
'2011-07-05 10:12:30.073',127,127,123,Joggen
'2011-07-05 10:12:30.113',-107,30,12,Joggen
'2011-07-05 10:12:30.153',-92,41,15,Joggen
'2011-07-05 10:12:30.193',-122,35,31,Joggen
'2011-07-05 10:12:30.233',-126,-3,0,Joggen
'2011-07-05 10:12:30.273',-127,-40,-42,Joggen
'2011-07-05 10:12:30.313',-18,33,-37,Joggen
'2011-07-05 10:12:30.353',-128,-84,-101,Joggen
'2011-07-05 10:12:30.393',-118,-40,-79,Joggen
'2011-07-05 10:12:30.433',-102,-32,-74,Joggen
'2011-07-05 10:12:30.473',-84,-30,-75,Joggen
'2011-07-05 10:12:30.513',-14,4,-22,Joggen
'2011-07-05 10:12:30.553',-33,-6,-32,Joggen
'2011-07-05 10:12:30.593',-90,-21,-57,Joggen
'2011-07-05 10:12:30.633',-128,5,-34,Joggen
'2011-07-05 10:12:30.673',-128,50,7,Joggen
'2011-07-05 10:12:30.713',-128,124,115,Joggen
'2011-07-05 10:12:30.753',-85,127,123,Joggen
'2011-07-05 10:12:30.793',-72,107,61,Joggen
'2011-07-05 10:12:30.833',-128,-128,123,Joggen
'2011-07-05 10:12:30.873',-58,50,14,Joggen
'2011-07-05 10:12:30.913',-77,39,16,Joggen
'2011-07-05 10:12:30.953',-128,42,13,Joggen
'2011-07-05 10:12:30.993',-128,-13,-16,Joggen
'2011-07-05 10:12:31.033',-122,-40,-35,Joggen
'2011-07-05 10:12:31.073',-102,-27,-42,Joggen
'2011-07-05 10:12:31.113',-128,-90,-71,Joggen
'2011-07-05 10:12:31.153',-128,-41,-78,Joggen
'2011-07-05 10:12:31.193',-120,-42,-82,Joggen
'2011-07-05 10:12:31.233',-106,-28,-86,Joggen
'2011-07-05 10:12:31.273',-23,-3,-27,Joggen
'2011-07-05 10:12:31.313',-5,-14,-38,Joggen
'2011-07-05 10:12:31.353',-50,-4,-58,Joggen
'2011-07-05 10:12:31.393',-128,30,-53,Joggen
'2011-07-05 10:12:31.433',-128,43,28,Joggen
'2011-07-05 10:12:31.473',-128,102,89,Joggen
'2011-07-05 10:12:31.513',-119,127,123,Joggen
'2011-07-05 10:12:31.553',-63,126,109,Joggen
'2011-07-05 10:12:31.593',-73,97,1,Joggen
'2011-07-05 10:12:31.633',-64,22,60,Joggen
'2011-07-05 10:12:31.673',-93,49,16,Joggen
'2011-07-05 10:12:31.713',-100,41,29,Joggen
'2011-07-05 10:12:31.793',-125,-41,-29,Joggen
'2011-07-05 10:12:31.833',-53,8,-42,Joggen
'2011-07-05 10:12:31.873',-128,-76,-81,Joggen
'2011-07-05 10:12:31.913',-128,-57,-96,Joggen
'2011-07-05 10:12:31.953',-117,-48,-82,Joggen
'2011-07-05 10:12:31.993',-107,-25,-66,Joggen
'2011-07-05 10:12:32.033',-68,-17,-74,Joggen
'2011-07-05 10:12:32.073',-15,-2,-27,Joggen
'2011-07-05 10:12:32.113',-36,-4,-36,Joggen
'2011-07-05 10:12:32.153',-100,-10,-70,Joggen
'2011-07-05 10:12:32.193',-128,14,-35,Joggen
'2011-07-05 10:12:32.233',-128,60,30,Joggen
'2011-07-05 10:12:32.273',-128,127,122,Joggen
'2011-07-05 10:12:32.313',-70,127,123,Joggen
'2011-07-05 10:12:32.353',-96,84,10,Joggen
'2011-07-05 10:12:32.393',-128,-128,103,Joggen
'2011-07-05 10:12:32.433',-60,20,44,Joggen
'2011-07-05 10:12:32.473',-85,43,15,Joggen
'2011-07-05 10:12:32.513',-120,37,17,Joggen
'2011-07-05 10:12:32.553',-128,14,15,Joggen
'2011-07-05 10:12:32.593',-120,-27,-31,Joggen
'2011-07-05 10:12:32.633',-97,-22,-32,Joggen
'2011-07-05 10:12:32.673',-128,-83,-73,Joggen
'2011-07-05 10:12:32.713',-124,-55,-71,Joggen
'2011-07-05 10:12:32.753',-114,-41,-69,Joggen
'2011-07-05 10:12:32.793',-100,-24,-72,Joggen
'2011-07-05 10:12:32.833',-30,-38,-34,Joggen
'2011-07-05 10:12:32.873',-15,-14,-38,Joggen
'2011-07-05 10:12:32.913',-56,-15,-43,Joggen
'2011-07-05 10:12:32.953',-120,7,-67,Joggen
'2011-07-05 10:12:32.993',-128,25,-9,Joggen
'2011-07-05 10:12:33.033',-128,74,56,Joggen
'2011-07-05 10:12:33.073',-125,127,123,Joggen
'2011-07-05 10:12:33.113',-67,127,119,Joggen
'2011-07-05 10:12:33.153',-72,119,11,Joggen
'2011-07-05 10:12:33.193',118,-6,123,Joggen
'2011-07-05 10:12:33.233',-74,54,34,Joggen
'2011-07-05 10:12:33.273',-73,27,14,Joggen
'2011-07-05 10:12:33.313',-128,20,14,Joggen
'2011-07-05 10:12:33.353',-98,-27,-29,Joggen
'2011-07-05 10:12:33.393',-126,-37,-32,Joggen
'2011-07-05 10:12:33.433',-44,16,-40,Joggen
'2011-07-05 10:12:33.473',-128,-79,-87,Joggen
'2011-07-05 10:12:33.513',-104,-41,-93,Joggen
'2011-07-05 10:12:33.553',-82,-37,-70,Joggen
'2011-07-05 10:12:33.593',-100,-28,-66,Joggen
'2011-07-05 10:12:33.633',-64,-30,-45,Joggen
'2011-07-05 10:12:33.673',-8,-1,-35,Joggen
'2011-07-05 10:12:33.713',-64,-6,-38,Joggen
'2011-07-05 10:12:33.753',-122,34,-77,Joggen
'2011-07-05 10:12:33.793',-128,53,-18,Joggen
'2011-07-05 10:12:33.833',-128,75,47,Joggen
'2011-07-05 10:12:33.873',-126,127,123,Joggen
'2011-07-05 10:12:33.913',-50,127,123,Joggen
'2011-07-05 10:12:33.953',-83,61,76,Joggen
'2011-07-05 10:12:33.993',-128,-128,123,Joggen
'2011-07-05 10:12:34.033',-77,50,-4,Joggen
'2011-07-05 10:12:34.073',-64,60,16,Joggen
'2011-07-05 10:12:34.113',-85,36,36,Joggen
'2011-07-05 10:12:34.153',-119,33,31,Joggen
'2011-07-05 10:12:34.193',-125,1,-3,Joggen
'2011-07-05 10:12:34.233',-128,-33,-46,Joggen
'2011-07-05 10:12:34.273',-32,26,-27,Joggen
'2011-07-05 10:12:34.313',-128,-77,-85,Joggen
'2011-07-05 10:12:34.353',-100,-34,-83,Joggen
'2011-07-05 10:12:34.393',-78,-22,-62,Joggen
'2011-07-05 10:12:34.433',-76,-16,-66,Joggen
'2011-07-05 10:12:34.473',-18,-25,-31,Joggen
'2011-07-05 10:12:34.513',-4,0,-45,Joggen
'2011-07-05 10:12:34.553',-65,-2,-54,Joggen
'2011-07-05 10:12:34.593',-97,4,-63,Joggen
'2011-07-05 10:12:34.633',-128,68,26,Joggen
'2011-07-05 10:12:34.673',-128,127,123,Joggen
'2011-07-05 10:12:34.713',-114,127,123,Joggen
'2011-07-05 10:12:34.753',-50,127,116,Joggen
'2011-07-05 10:12:34.793',-67,17,-15,Joggen
'2011-07-05 10:12:34.833',100,12,123,Joggen
'2011-07-05 10:12:34.873',-62,-16,40,Joggen
'2011-07-05 10:12:34.913',-114,32,22,Joggen
'2011-07-05 10:12:34.953',-128,5,8,Joggen
'2011-07-05 10:12:34.993',-125,0,-10,Joggen
'2011-07-05 10:12:35.033',-122,-24,-44,Joggen
'2011-07-05 10:12:35.073',-21,26,-33,Joggen
'2011-07-05 10:12:35.113',-128,-54,-90,Joggen
'2011-07-05 10:12:35.153',-114,-42,-77,Joggen
'2011-07-05 10:12:35.193',-110,-30,-79,Joggen
'2011-07-05 10:12:35.233',-89,-20,-65,Joggen
'2011-07-05 10:12:35.273',-18,32,-34,Joggen
'2011-07-05 10:12:35.313',-16,-6,-41,Joggen
'2011-07-05 10:12:35.353',-76,-11,-61,Joggen
'2011-07-05 10:12:35.393',-128,5,-28,Joggen
'2011-07-05 10:12:35.433',-128,16,18,Joggen
'2011-07-05 10:12:35.473',-128,107,114,Joggen
'2011-07-05 10:12:35.513',-100,127,123,Joggen
'2011-07-05 10:12:35.553',-66,122,93,Joggen
'2011-07-05 10:12:35.593',-70,88,-12,Joggen
'2011-07-05 10:12:35.633',-22,30,80,Joggen
'2011-07-05 10:12:35.673',-78,58,6,Joggen
'2011-07-05 10:12:35.713',-96,43,29,Joggen
'2011-07-05 10:12:35.753',-124,28,13,Joggen
'2011-07-05 10:12:35.793',-120,-13,-17,Joggen
'2011-07-05 10:12:35.833',-123,-23,-46,Joggen
'2011-07-05 10:12:35.873',-114,18,30,Joggen
'2011-07-05 10:12:35.913',-128,-58,-77,Joggen
'2011-07-05 10:12:35.953',-124,-51,-82,Joggen
'2011-07-05 10:12:35.993',-106,-18,-71,Joggen
'2011-07-05 10:12:36.033',-23,-44,-32,Joggen
'2011-07-05 10:12:36.073',3,-16,-43,Joggen
'2011-07-05 10:12:36.113',-18,-16,-35,Joggen
'2011-07-05 10:12:36.153',-120,11,-64,Joggen
'2011-07-05 10:12:36.193',-128,43,25,Joggen
'2011-07-05 10:12:36.233',-128,89,79,Joggen
'2011-07-05 10:12:36.273',-125,127,123,Joggen
'2011-07-05 10:12:36.313',-57,127,121,Joggen
'2011-07-05 10:12:36.353',-70,98,-10,Joggen
'2011-07-05 10:12:36.393',-67,31,19,Joggen
'2011-07-05 10:12:36.433',-98,30,14,Joggen
'2011-07-05 10:12:36.473',-102,36,53,Joggen
'2011-07-05 10:12:36.513',-120,25,26,Joggen
'2011-07-05 10:12:36.553',-124,-5,-6,Joggen
'2011-07-05 10:12:36.593',-117,-27,-29,Joggen
'2011-07-05 10:12:36.633',-41,-7,-26,Joggen
'2011-07-05 10:12:36.673',-128,-51,-58,Joggen
'2011-07-05 10:12:36.713',-114,-48,-77,Joggen
'2011-07-05 10:12:36.753',-121,-36,-71,Joggen
'2011-07-05 10:12:36.793',-77,-28,-81,Joggen
'2011-07-05 10:12:36.833',-28,-36,-47,Joggen
'2011-07-05 10:12:36.873',-38,-8,-30,Joggen
'2011-07-05 10:12:36.913',-86,-5,-66,Joggen
'2011-07-05 10:12:36.953',-128,48,-62,Joggen
'2011-07-05 10:12:36.993',-128,67,7,Joggen
'2011-07-05 10:12:37.033',-128,122,118,Joggen
'2011-07-05 10:12:37.073',-74,127,123,Joggen
'2011-07-05 10:12:37.113',-98,103,48,Joggen
'2011-07-05 10:12:37.153',-77,28,32,Joggen
'2011-07-05 10:12:37.193',-85,34,1,Joggen
'2011-07-05 10:12:37.233',-69,33,-4,Joggen
'2011-07-05 10:12:37.273',-124,32,15,Joggen
'2011-07-05 10:12:37.313',-128,0,-15,Joggen
'2011-07-05 10:12:37.353',-119,-18,-27,Joggen
'2011-07-05 10:12:37.393',-105,-8,-40,Joggen
'2011-07-05 10:12:37.433',-102,-70,-52,Joggen
'2011-07-05 10:12:37.473',-117,-48,-69,Joggen
'2011-07-05 10:12:37.513',-109,-47,-75,Joggen
'2011-07-05 10:12:37.553',-107,-23,-73,Joggen
'2011-07-05 10:12:37.593',-74,-34,-59,Joggen
'2011-07-05 10:12:37.633',-32,2,-44,Joggen
'2011-07-05 10:12:37.673',-68,1,-50,Joggen
'2011-07-05 10:12:37.713',-122,34,-83,Joggen
'2011-07-05 10:12:37.753',-128,42,27,Joggen
'2011-07-05 10:12:37.793',-128,88,78,Joggen
'2011-07-05 10:12:37.833',-124,127,123,Joggen
'2011-07-05 10:12:37.873',-46,127,120,Joggen
'2011-07-05 10:12:37.913',-89,93,13,Joggen
'2011-07-05 10:12:37.953',-128,-128,23,Joggen
'2011-07-05 10:12:37.993',-115,8,74,Joggen
'2011-07-05 10:12:38.033',-68,16,51,Joggen
'2011-07-05 10:12:38.073',-86,53,35,Joggen
'2011-07-05 10:12:38.113',-128,14,24,Joggen
'2011-07-05 10:12:38.153',-125,-2,-11,Joggen
'2011-07-05 10:12:38.193',-117,-14,-38,Joggen
'2011-07-05 10:12:38.233',-85,0,0,Joggen
'2011-07-05 10:12:38.273',-128,-43,-34,Joggen
'2011-07-05 10:12:38.313',-123,-36,-64,Joggen
'2011-07-05 10:12:38.353',-111,-27,-51,Joggen
'2011-07-05 10:12:38.393',2,-28,-15,Joggen
'2011-07-05 10:12:38.433',7,-24,-29,Joggen
'2011-07-05 10:12:38.473',-16,-20,-40,Joggen
'2011-07-05 10:12:38.553',-72,78,123,Joggen
'2011-07-05 10:12:38.593',-120,111,109,Joggen
'2011-07-05 10:12:38.633',-118,83,115,Joggen
'2011-07-05 10:12:38.673',-66,123,111,Joggen
'2011-07-05 10:12:38.713',-50,103,97,Joggen
'2011-07-05 10:12:38.753',-56,58,44,Joggen
'2011-07-05 10:12:38.793',-128,-31,-74,Joggen
'2011-07-05 10:12:38.833',-128,44,-93,Joggen
'2011-07-05 10:12:38.873',-51,63,18,Joggen
'2011-07-05 10:12:38.913',-104,56,34,Joggen
'2011-07-05 10:12:38.953',-128,2,-32,Joggen
'2011-07-05 10:12:38.993',-128,1,-41,Joggen
'2011-07-05 10:12:39.033',-103,-34,-30,Joggen
'2011-07-05 10:12:39.073',-128,-38,-61,Joggen
'2011-07-05 10:12:39.113',-84,-2,-23,Joggen
'2011-07-05 10:12:39.153',-18,28,-15,Joggen
'2011-07-05 10:12:39.193',2,-28,-3,Joggen
'2011-07-05 10:12:39.233',-19,-14,-15,Joggen
'2011-07-05 10:12:39.273',-36,64,-26,Joggen
'2011-07-05 10:12:39.313',-52,36,48,Joggen
'2011-07-05 10:12:39.353',-128,38,123,Joggen
'2011-07-05 10:12:39.393',-44,102,123,Joggen
'2011-07-05 10:12:39.433',-76,85,123,Joggen
'2011-07-05 10:12:39.473',-60,63,112,Joggen
'2011-07-05 10:12:39.513',-44,21,82,Joggen
'2011-07-05 10:12:39.553',-128,-47,-128,Joggen
'2011-07-05 10:12:39.593',-82,-107,57,Joggen
'2011-07-05 10:12:39.633',-38,46,28,Joggen
'2011-07-05 10:12:39.673',-128,38,-8,Joggen
'2011-07-05 10:12:39.713',-128,31,-33,Joggen
'2011-07-05 10:12:39.753',-128,-45,-94,Joggen
'2011-07-05 10:12:39.793',-90,-78,-110,Joggen
'2011-07-05 10:12:39.833',-99,-71,-128,Joggen
'2011-07-05 10:12:39.873',-76,-7,-50,Joggen
'2011-07-05 10:12:39.913',-47,-5,-40,Joggen
'2011-07-05 10:12:39.953',-82,29,-38,Joggen
'2011-07-05 10:12:39.993',-119,31,-42,Joggen
'2011-07-05 10:12:40.033',-122,33,-33,Joggen
'2011-07-05 10:12:40.073',-128,77,51,Joggen
'2011-07-05 10:12:40.113',-128,127,112,Joggen
'2011-07-05 10:12:40.153',-63,127,123,Joggen
'2011-07-05 10:12:40.193',-52,90,62,Joggen
'2011-07-05 10:12:40.233',32,127,64,Joggen
'2011-07-05 10:12:40.273',-47,127,-60,Joggen
'2011-07-05 10:12:40.313',-74,26,4,Joggen
'2011-07-05 10:12:40.353',-80,24,2,Joggen
'2011-07-05 10:12:40.393',-108,37,-1,Joggen
'2011-07-05 10:12:40.433',-128,-27,-9,Joggen
'2011-07-05 10:12:40.473',-125,-68,-24,Joggen
'2011-07-05 10:12:40.513',-106,-128,-128,Joggen
'2011-07-05 10:12:40.553',-47,-128,-77,Joggen
'2011-07-05 10:12:40.593',-19,-128,-78,Joggen
'2011-07-05 10:12:40.633',-8,-102,-49,Joggen
'2011-07-05 10:12:40.673',-43,-21,-32,Joggen
'2011-07-05 10:12:40.713',-96,13,-17,Joggen
'2011-07-05 10:12:40.753',-128,100,36,Joggen
'2011-07-05 10:12:40.793',-128,124,19,Joggen
'2011-07-05 10:12:40.833',-122,127,60,Joggen
'2011-07-05 10:12:40.873',-78,121,111,Joggen
'2011-07-05 10:12:40.913',-66,35,86,Joggen
'2011-07-05 10:12:40.953',-52,78,-128,Joggen
'2011-07-05 10:12:40.993',-38,60,-104,Joggen
'2011-07-05 10:12:41.033',0,60,22,Joggen
'2011-07-05 10:12:41.073',-128,59,-12,Joggen
'2011-07-05 10:12:41.113',-128,-14,-17,Joggen
'2011-07-05 10:12:41.153',-128,-29,-6,Joggen
'2011-07-05 10:12:41.193',-68,-17,-43,Joggen
'2011-07-05 10:12:41.233',-128,-48,-61,Joggen
'2011-07-05 10:12:41.273',-106,-32,-50,Joggen
'2011-07-05 10:12:41.313',-104,-13,-44,Joggen
'2011-07-05 10:12:41.353',-32,-30,2,Joggen
'2011-07-05 10:12:41.393',-10,22,-5,Joggen
'2011-07-05 10:12:41.433',-30,26,-41,Joggen
'2011-07-05 10:12:41.473',-53,88,-59,Joggen
'2011-07-05 10:12:41.513',-92,-1,100,Joggen
'2011-07-05 10:12:41.553',-116,21,119,Joggen
'2011-07-05 10:12:41.593',-83,114,123,Joggen
'2011-07-05 10:12:41.633',-87,79,123,Joggen
'2011-07-05 10:12:41.673',-46,64,120,Joggen
'2011-07-05 10:12:41.713',-56,22,71,Joggen
'2011-07-05 10:12:41.753',-128,-20,-128,Joggen
'2011-07-05 10:12:41.793',-92,60,116,Joggen
'2011-07-05 10:12:41.833',-114,-1,68,Joggen
'2011-07-05 10:12:41.873',-116,47,15,Joggen
'2011-07-05 10:12:41.913',-121,24,20,Joggen
'2011-07-05 10:12:41.953',-128,-4,-42,Joggen
'2011-07-05 10:12:41.993',-128,-61,-69,Joggen
'2011-07-05 10:12:42.033',-55,-19,-64,Joggen
'2011-07-05 10:12:42.073',-128,-53,-68,Joggen
'2011-07-05 10:12:42.113',-89,2,-62,Joggen
'2011-07-05 10:12:42.153',-58,2,-60,Joggen
'2011-07-05 10:12:42.193',-78,38,-44,Joggen
'2011-07-05 10:12:42.233',-128,32,-71,Joggen
'2011-07-05 10:12:42.273',-128,66,-73,Joggen
'2011-07-05 10:12:42.313',-128,101,46,Joggen
'2011-07-05 10:12:42.353',-128,127,123,Joggen
'2011-07-05 10:12:42.393',-54,127,123,Joggen
'2011-07-05 10:12:42.433',-83,82,-8,Joggen
'2011-07-05 10:12:42.473',-128,127,-128,Joggen
'2011-07-05 10:12:42.513',-51,12,-50,Joggen
'2011-07-05 10:12:42.553',-78,50,9,Joggen
